date,lat,long,Parameter Name,mean_ozone
2022-12-07,34.01029,-118.0685,Ozone,0.013059
2022-12-08,34.01029,-118.0685,Ozone,0.010458
2022-12-09,34.01029,-118.0685,Ozone,0.008824
2022-12-10,34.01029,-118.0685,Ozone,0.027824
2022-12-11,34.01029,-118.0685,Ozone,0.017941
2022-12-12,34.01029,-118.0685,Ozone,0.009292
2022-12-13,34.01029,-118.0685,Ozone,0.00875
2022-12-14,34.01029,-118.0685,Ozone,0.008875
2022-12-15,34.01029,-118.0685,Ozone,0.004
2022-12-16,34.01029,-118.0685,Ozone,0.00825
2022-12-17,34.01029,-118.0685,Ozone,0.008118
2022-12-18,34.01029,-118.0685,Ozone,0.009529
2022-12-19,34.01029,-118.0685,Ozone,0.00775
2022-12-20,34.01029,-118.0685,Ozone,0.007167
2022-12-21,34.01029,-118.0685,Ozone,0.005958
2022-12-22,34.01029,-118.0685,Ozone,0.005583
2022-12-23,34.01029,-118.0685,Ozone,0.006917
2022-12-24,34.01029,-118.0685,Ozone,0.00925
2022-12-25,34.01029,-118.0685,Ozone,0.013833
2022-12-26,34.01029,-118.0685,Ozone,0.008176
2022-12-27,34.01029,-118.0685,Ozone,0.011176
2022-12-28,34.01029,-118.0685,Ozone,0.016765
2022-12-29,34.01029,-118.0685,Ozone,0.014958
2022-12-30,34.01029,-118.0685,Ozone,0.0195
2022-12-31,34.01029,-118.0685,Ozone,0.016167
